Product ID,Open Comments,Product code,Supplier,Buyer Company,Status,Product Images,Product Name,Products Category & Family,Unit Wholesale Price (latest),Private- label Images,Request,Gross Weight,Units per carton,HS/ Tariff Code,MOQ (units),Product's Max temperature,# of Cartons (20ft),# of Cartons (40ft),Kosher?,# of Pallets (20ft),# of Pallets in (40ft),Link to Sampling Request,Buyer's Product code/ EAN,Total units (40ft.),Total units (20ft.),Unit of Measure,Net Weight,Supplier Country,Shelf Life (Days),Product's Min. temperature,Link to Proposal Line Items,Price Book,Product Title Field,Closest/ Prefered SeaPort,Currency for price,Incoterms (Price Base),Payment Terms,Price for Carton (wholesale),Supplier Product Code,Supplier's Description & Products,Unit Wholesale Price (Initial),Buyer's Product code/ EAN - old,First Created,Incoterms,Last Updated,Link to Proposals & Samples,Product Stage,Supplier's Website
"000413 - Haselnuss-Ringe (Kosher OU) [Coppenrath Feingebäck GmbH, Germany][Leiman Schlussel Ltd]",0,000413,"Coppenrath Feingebäck GmbH, Germany",Leiman Schlussel Ltd,Proposal stage,convert.jpg,Haselnuss-Ringe (Kosher OU),,1.33,,"Cookies COOPERNATH, Leiman Schlussel Ltd",340,14,,25000,22,1056,2112,,11,22,,,29568,14784,gr.,200,Germany,12,18,,"000413 - Haselnuss-Ringe (Kosher OU) [Coppenrath Feingebäck GmbH, Germany][Leiman Schlussel Ltd]__19/2/2025","000413 - Haselnuss-Ringe (Kosher OU) [Coppenrath Feingebäck GmbH, Germany][Leiman Schlussel Ltd]",N/A (No information about the closest seaport).,Euro,,,18.62,,"
Coppenrath & Wiese KG is a German food company specializing in the production of frozen bakery products. Founded in 1975 by cousins Aloys Coppenrath and Josef Wiese, the company has grown to become one of Europe's largest manufacturers in this sector. Headquartered in Osnabrück, Germany, with a primary production facility in Mettingen, Coppenrath & Wiese employs approximately 2,200 people as of 2011. Their product range includes over 70 different tarts, tortes, pies, and cakes, such as pavlovas, cheesecakes, strudels, crumbles, and mascarpone-based desserts. The flagship product is the Black Forest Gateau. In 2015, the company was acquired by Dr. Oetker KG. 
WIKIPEDIA

Coppenrath Feingebäck is a family-owned German bakery with nearly 200 years of experience, now in its sixth generation. They produce a wide variety of fine baked goods, distributing their products to over 60 countries worldwide. Their product categories include:

Ganzjahresgebäck (Year-Round Pastries):

Classic: Traditional cookies and biscuits.
Feingebäck: Fine pastries with delicate textures.
Coookys: Innovative cookie products.
Eierplätzchen: Egg-based biscuits.
Spritzgenuss: Piped pastry delights.
Kaffeegenuss: Pastries designed to complement coffee.
Snack Pack: Convenient snack-sized portions.
Free From:

Zuckerfrei: Sugar-free options.
Glutenfrei: Gluten-free selections.
Laktosefrei: Lactose-free products.
Vegan: Plant-based baked goods.
Torteletts:

Wiener Torteletts: Viennese-style tartlets.
Mürbe-Torteletts: Shortcrust tartlets.
Weihnachten / Winter (Christmas/Winter):

Spekulatius: Traditional spiced cookies.
Coool-Times: Seasonal winter treats.
Speku Duett: A duo of spiced biscuits.
Lebkuchen Glutenfrei: Gluten-free gingerbread.
Gastrogebäck (Catering Pastries):

Karton: Bulk packaging for catering.
Free From: Special dietary options for the foodservice industry.
Weihnachten: Seasonal offerings for catering.
Their commitment to quality and tradition is encapsulated in their motto: ""Ehr' das Alte, wag' das Neue"" (""Honor the old, dare the new"").",1.33,,"By Operation Manager on 19 Feb, 2025 at 6:55 PM",FOB (Free On Board),"By Udi Stryk on 22 Feb, 2025","Cookies COOPERNATH, Leiman Schlussel Ltd- Coppenrath Feingebäck GmbH, Germany",In- Process,https://coppenrath-feingebaeck.de
"000142 - Wafers 250g Hazelnut [Crich, Italy][Shufersal]",0,000142,"Crich, Italy",Shufersal,Proposal stage,SN2418_Crich_Hazelnut_Wafers_250_g_VI556600.jpg,Wafers 250g Hazelnut,,,,"Wafers 250g , Shufersal",250,12,,,,,,Yes - has Certificate,,,"Crich, Italy ShipTo Shufersal",,0,0,gr.,250,Italy,480,,,"000142 - Wafers 250g Hazelnut [Crich, Italy][Shufersal]__10/12/2024","000142 - Wafers 250g Hazelnut [Crich, Italy][Shufersal]","Port of Venice, Italy.",,,,0.000,5271,"Crich is an Italian company with over a century of experience in producing a wide range of sweet and savory baked goods. Their product lineup includes biscuits, wafers, crackers, and snacks, catering to various consumer preferences. Crich emphasizes quality and tradition, ensuring their products are made with carefully selected ingredients to deliver authentic Italian flavors.

Product Categories and Descriptions:

Biscuits:

Gran Merenda: A classic Italian biscuit, perfect for breakfast or as a snack.
BioBiscotto al Farro con Gocce di Cioccolato: An organic spelt biscuit with chocolate chips, combining health benefits with taste.
Wafers:

Wafers al Cacao: Crispy wafers filled with rich cocoa cream, offering a delightful treat for chocolate lovers.
Wafers alla Nocciola: Light wafers layered with hazelnut cream, providing a balanced and nutty flavor.
Crackers:

Crackers Salati: Traditional salted crackers, ideal for pairing with cheeses or spreads.
BioCrackers con Olio Extra Vergine di Oliva: Organic crackers made with extra virgin olive oil, offering a healthier snacking option.
Snacks:

Bio Snack di Riso: Organic rice snacks that are light and crunchy, suitable for on-the-go consumption.
Bio Snack al Grano Saraceno: Buckwheat-based organic snacks, providing a unique taste and texture.",,,"By Udi Stryk on 5 Oct, 2024 at 4:09 PM",,"By Udi Stryk on 22 Feb, 2025","Wafers 250g , Shufersal- Crich, Italy",In- Process,https://www.crich.it/
"000143 - Wafers 250g cocoa
 [Crich, Italy][Shufersal]",0,000143,"Crich, Italy",Shufersal,Proposal stage,PNSHK-BP_305934-front-zoom.jpg,"Wafers 250g cocoa
",,,,"Wafers 250g , Shufersal",250,12,,,,,,Yes - has Certificate,,,"Crich, Italy ShipTo Shufersal, Crich, Italy ShipTo",,0,0,gr.,250,Italy,480,,,"000143 - Wafers 250g cocoa
 [Crich, Italy][Shufersal]__10/12/2024","000143 - Wafers 250g cocoa
 [Crich, Italy][Shufersal]","Port of Venice, Italy.",,,,0.000,5270,"Crich is an Italian company with over a century of experience in producing a wide range of sweet and savory baked goods. Their product lineup includes biscuits, wafers, crackers, and snacks, catering to various consumer preferences. Crich emphasizes quality and tradition, ensuring their products are made with carefully selected ingredients to deliver authentic Italian flavors.

Product Categories and Descriptions:

Biscuits:

Gran Merenda: A classic Italian biscuit, perfect for breakfast or as a snack.
BioBiscotto al Farro con Gocce di Cioccolato: An organic spelt biscuit with chocolate chips, combining health benefits with taste.
Wafers:

Wafers al Cacao: Crispy wafers filled with rich cocoa cream, offering a delightful treat for chocolate lovers.
Wafers alla Nocciola: Light wafers layered with hazelnut cream, providing a balanced and nutty flavor.
Crackers:

Crackers Salati: Traditional salted crackers, ideal for pairing with cheeses or spreads.
BioCrackers con Olio Extra Vergine di Oliva: Organic crackers made with extra virgin olive oil, offering a healthier snacking option.
Snacks:

Bio Snack di Riso: Organic rice snacks that are light and crunchy, suitable for on-the-go consumption.
Bio Snack al Grano Saraceno: Buckwheat-based organic snacks, providing a unique taste and texture.",,,"By Udi Stryk on 5 Oct, 2024 at 4:12 PM",,"By Udi Stryk on 22 Feb, 2025","Wafers 250g , Shufersal- Crich, Italy",In- Process,https://www.crich.it/
"000144 - Wafers 250g Vanilla [Crich, Italy][Shufersal]",0,000144,"Crich, Italy",Shufersal,Proposal stage,crich-250-g-crich-vanilla-wafers.jpg,Wafers 250g Vanilla,,,,"Wafers 250g , Shufersal",250,12,,,,,,Yes - has Certificate,,,"Crich, Italy ShipTo Shufersal",,0,0,gr.,250,Italy,480,,"000144 - Wafers 250g Vanilla [Crich, Italy][Shufersal] ()","000144 - Wafers 250g Vanilla [Crich, Italy][Shufersal]__10/12/2024","000144 - Wafers 250g Vanilla [Crich, Italy][Shufersal]","Port of Venice, Italy.",Euro,,,0.000,5272,"Crich is an Italian company with over a century of experience in producing a wide range of sweet and savory baked goods. Their product lineup includes biscuits, wafers, crackers, and snacks, catering to various consumer preferences. Crich emphasizes quality and tradition, ensuring their products are made with carefully selected ingredients to deliver authentic Italian flavors.

Product Categories and Descriptions:

Biscuits:

Gran Merenda: A classic Italian biscuit, perfect for breakfast or as a snack.
BioBiscotto al Farro con Gocce di Cioccolato: An organic spelt biscuit with chocolate chips, combining health benefits with taste.
Wafers:

Wafers al Cacao: Crispy wafers filled with rich cocoa cream, offering a delightful treat for chocolate lovers.
Wafers alla Nocciola: Light wafers layered with hazelnut cream, providing a balanced and nutty flavor.
Crackers:

Crackers Salati: Traditional salted crackers, ideal for pairing with cheeses or spreads.
BioCrackers con Olio Extra Vergine di Oliva: Organic crackers made with extra virgin olive oil, offering a healthier snacking option.
Snacks:

Bio Snack di Riso: Organic rice snacks that are light and crunchy, suitable for on-the-go consumption.
Bio Snack al Grano Saraceno: Buckwheat-based organic snacks, providing a unique taste and texture.",,,"By Udi Stryk on 5 Oct, 2024 at 6:17 PM",,"By Udi Stryk on 22 Feb, 2025","Wafers 250g , Shufersal- Crich, Italy",In- Process,https://www.crich.it/
"000331 - Wafers cappuccino 250 gr crich
 [Crich, Italy][Shufersal]",0,000331,"Crich, Italy",Shufersal,Proposal stage,08008620052654_a1c1-650x0-padded-#fff.png,"Wafers cappuccino 250 gr crich
",,,,"Potato Gnocchi - with/ without gluten, Shufersal",,12,,,,,,Yes - has Certificate,,,"Crich, Italy ShipTo",,0,0,gr.,250,Italy,480,,,,"000331 - Wafers cappuccino 250 gr crich
 [Crich, Italy][Shufersal]","Port of Venice, Italy.",,,,0.000,5275,"Crich is an Italian company with over a century of experience in producing a wide range of sweet and savory baked goods. Their product lineup includes biscuits, wafers, crackers, and snacks, catering to various consumer preferences. Crich emphasizes quality and tradition, ensuring their products are made with carefully selected ingredients to deliver authentic Italian flavors.

Product Categories and Descriptions:

Biscuits:

Gran Merenda: A classic Italian biscuit, perfect for breakfast or as a snack.
BioBiscotto al Farro con Gocce di Cioccolato: An organic spelt biscuit with chocolate chips, combining health benefits with taste.
Wafers:

Wafers al Cacao: Crispy wafers filled with rich cocoa cream, offering a delightful treat for chocolate lovers.
Wafers alla Nocciola: Light wafers layered with hazelnut cream, providing a balanced and nutty flavor.
Crackers:

Crackers Salati: Traditional salted crackers, ideal for pairing with cheeses or spreads.
BioCrackers con Olio Extra Vergine di Oliva: Organic crackers made with extra virgin olive oil, offering a healthier snacking option.
Snacks:

Bio Snack di Riso: Organic rice snacks that are light and crunchy, suitable for on-the-go consumption.
Bio Snack al Grano Saraceno: Buckwheat-based organic snacks, providing a unique taste and texture.",,,"By Success Management on 31 Dec, 2024 at 9:54 AM",,"By Udi Stryk on 24 Feb, 2025",,In- Process,https://www.crich.it/
"000332 - Salted crackers  250 gr  [Crich, Italy][Shufersal]",0,000332,"Crich, Italy",Shufersal,Proposal stage,crackers_salati_250g_big_1.jpg,Salted crackers  250 gr ,,,,"Potato Gnocchi - with/ without gluten, Shufersal",,,,,,,,,,,,,,,gr.,,Italy,480,,,,"000332 - Salted crackers  250 gr  [Crich, Italy][Shufersal]","Port of Venice, Italy.",,,,,,"Crich is an Italian company with over a century of experience in producing a wide range of sweet and savory baked goods. Their product lineup includes biscuits, wafers, crackers, and snacks, catering to various consumer preferences. Crich emphasizes quality and tradition, ensuring their products are made with carefully selected ingredients to deliver authentic Italian flavors.

Product Categories and Descriptions:

Biscuits:

Gran Merenda: A classic Italian biscuit, perfect for breakfast or as a snack.
BioBiscotto al Farro con Gocce di Cioccolato: An organic spelt biscuit with chocolate chips, combining health benefits with taste.
Wafers:

Wafers al Cacao: Crispy wafers filled with rich cocoa cream, offering a delightful treat for chocolate lovers.
Wafers alla Nocciola: Light wafers layered with hazelnut cream, providing a balanced and nutty flavor.
Crackers:

Crackers Salati: Traditional salted crackers, ideal for pairing with cheeses or spreads.
BioCrackers con Olio Extra Vergine di Oliva: Organic crackers made with extra virgin olive oil, offering a healthier snacking option.
Snacks:

Bio Snack di Riso: Organic rice snacks that are light and crunchy, suitable for on-the-go consumption.
Bio Snack al Grano Saraceno: Buckwheat-based organic snacks, providing a unique taste and texture.",,,"By Success Management on 31 Dec, 2024 at 10:22 AM",,"By Udi Stryk on 24 Feb, 2025",,In- Process,https://www.crich.it/
"000333 - Crackers extra virgin olive oil & rosemary 250 gr [Crich, Italy][Shufersal]",0,000333,"Crich, Italy",Shufersal,Proposal stage,crackers_olio_rosmarino_250g_big_1.jpg,Crackers extra virgin olive oil & rosemary 250 gr,,,,"Potato Gnocchi - with/ without gluten, Shufersal",,,,,,,,,,,,,,,gr.,250,Italy,480,,,,"000333 - Crackers extra virgin olive oil & rosemary 250 gr [Crich, Italy][Shufersal]","Port of Venice, Italy.",,,,,,"Crich is an Italian company with over a century of experience in producing a wide range of sweet and savory baked goods. Their product lineup includes biscuits, wafers, crackers, and snacks, catering to various consumer preferences. Crich emphasizes quality and tradition, ensuring their products are made with carefully selected ingredients to deliver authentic Italian flavors.

Product Categories and Descriptions:

Biscuits:

Gran Merenda: A classic Italian biscuit, perfect for breakfast or as a snack.
BioBiscotto al Farro con Gocce di Cioccolato: An organic spelt biscuit with chocolate chips, combining health benefits with taste.
Wafers:

Wafers al Cacao: Crispy wafers filled with rich cocoa cream, offering a delightful treat for chocolate lovers.
Wafers alla Nocciola: Light wafers layered with hazelnut cream, providing a balanced and nutty flavor.
Crackers:

Crackers Salati: Traditional salted crackers, ideal for pairing with cheeses or spreads.
BioCrackers con Olio Extra Vergine di Oliva: Organic crackers made with extra virgin olive oil, offering a healthier snacking option.
Snacks:

Bio Snack di Riso: Organic rice snacks that are light and crunchy, suitable for on-the-go consumption.
Bio Snack al Grano Saraceno: Buckwheat-based organic snacks, providing a unique taste and texture.",,,"By Success Management on 31 Dec, 2024 at 10:23 AM",,"By Udi Stryk on 24 Feb, 2025",,In- Process,https://www.crich.it/
"000334 - Crackers with cereal & sesame 250 gr [Crich, Italy][Shufersal]",0,000334,"Crich, Italy",Shufersal,Proposal stage,crackers_cereali_sesamo_250g_big_1.jpg,Crackers with cereal & sesame 250 gr,,,,"Potato Gnocchi - with/ without gluten, Shufersal",,,,,,,,,,,,,,,gr.,250,Italy,480,,,,"000334 - Crackers with cereal & sesame 250 gr [Crich, Italy][Shufersal]","Port of Venice, Italy.",,,,,,"Crich is an Italian company with over a century of experience in producing a wide range of sweet and savory baked goods. Their product lineup includes biscuits, wafers, crackers, and snacks, catering to various consumer preferences. Crich emphasizes quality and tradition, ensuring their products are made with carefully selected ingredients to deliver authentic Italian flavors.

Product Categories and Descriptions:

Biscuits:

Gran Merenda: A classic Italian biscuit, perfect for breakfast or as a snack.
BioBiscotto al Farro con Gocce di Cioccolato: An organic spelt biscuit with chocolate chips, combining health benefits with taste.
Wafers:

Wafers al Cacao: Crispy wafers filled with rich cocoa cream, offering a delightful treat for chocolate lovers.
Wafers alla Nocciola: Light wafers layered with hazelnut cream, providing a balanced and nutty flavor.
Crackers:

Crackers Salati: Traditional salted crackers, ideal for pairing with cheeses or spreads.
BioCrackers con Olio Extra Vergine di Oliva: Organic crackers made with extra virgin olive oil, offering a healthier snacking option.
Snacks:

Bio Snack di Riso: Organic rice snacks that are light and crunchy, suitable for on-the-go consumption.
Bio Snack al Grano Saraceno: Buckwheat-based organic snacks, providing a unique taste and texture.",,,"By Success Management on 31 Dec, 2024 at 10:25 AM",,"By Udi Stryk on 24 Feb, 2025",,In- Process,https://www.crich.it/
"000335 - Gran petit plain biscuits 250 gr [Crich, Italy][Shufersal]",0,000335,"Crich, Italy",Shufersal,Proposal stage,gran_petit_250g_big.jpg,Gran petit plain biscuits 250 gr,,,,"Potato Gnocchi - with/ without gluten, Shufersal",,,,,,,,,,,,,,,gr.,250,Italy,480,,,,"000335 - Gran petit plain biscuits 250 gr [Crich, Italy][Shufersal]","Port of Venice, Italy.",,,,,,"Crich is an Italian company with over a century of experience in producing a wide range of sweet and savory baked goods. Their product lineup includes biscuits, wafers, crackers, and snacks, catering to various consumer preferences. Crich emphasizes quality and tradition, ensuring their products are made with carefully selected ingredients to deliver authentic Italian flavors.

Product Categories and Descriptions:

Biscuits:

Gran Merenda: A classic Italian biscuit, perfect for breakfast or as a snack.
BioBiscotto al Farro con Gocce di Cioccolato: An organic spelt biscuit with chocolate chips, combining health benefits with taste.
Wafers:

Wafers al Cacao: Crispy wafers filled with rich cocoa cream, offering a delightful treat for chocolate lovers.
Wafers alla Nocciola: Light wafers layered with hazelnut cream, providing a balanced and nutty flavor.
Crackers:

Crackers Salati: Traditional salted crackers, ideal for pairing with cheeses or spreads.
BioCrackers con Olio Extra Vergine di Oliva: Organic crackers made with extra virgin olive oil, offering a healthier snacking option.
Snacks:

Bio Snack di Riso: Organic rice snacks that are light and crunchy, suitable for on-the-go consumption.
Bio Snack al Grano Saraceno: Buckwheat-based organic snacks, providing a unique taste and texture.",,,"By Success Management on 31 Dec, 2024 at 10:29 AM",,"By Udi Stryk on 24 Feb, 2025",,In- Process,https://www.crich.it/
"000336 - Gran petit plain biscuits 500 gr [Crich, Italy][Shufersal]",0,000336,"Crich, Italy",Shufersal,Proposal stage,gran_petit_500g_big_1.jpg,Gran petit plain biscuits 500 gr,,,,"Potato Gnocchi - with/ without gluten, Shufersal",,,,,,,,,,,,,,,gr.,250,Italy,480,,,,"000336 - Gran petit plain biscuits 500 gr [Crich, Italy][Shufersal]","Port of Venice, Italy.",,,,,,"Crich is an Italian company with over a century of experience in producing a wide range of sweet and savory baked goods. Their product lineup includes biscuits, wafers, crackers, and snacks, catering to various consumer preferences. Crich emphasizes quality and tradition, ensuring their products are made with carefully selected ingredients to deliver authentic Italian flavors.

Product Categories and Descriptions:

Biscuits:

Gran Merenda: A classic Italian biscuit, perfect for breakfast or as a snack.
BioBiscotto al Farro con Gocce di Cioccolato: An organic spelt biscuit with chocolate chips, combining health benefits with taste.
Wafers:

Wafers al Cacao: Crispy wafers filled with rich cocoa cream, offering a delightful treat for chocolate lovers.
Wafers alla Nocciola: Light wafers layered with hazelnut cream, providing a balanced and nutty flavor.
Crackers:

Crackers Salati: Traditional salted crackers, ideal for pairing with cheeses or spreads.
BioCrackers con Olio Extra Vergine di Oliva: Organic crackers made with extra virgin olive oil, offering a healthier snacking option.
Snacks:

Bio Snack di Riso: Organic rice snacks that are light and crunchy, suitable for on-the-go consumption.
Bio Snack al Grano Saraceno: Buckwheat-based organic snacks, providing a unique taste and texture.",,,"By Success Management on 31 Dec, 2024 at 10:31 AM",,"By Udi Stryk on 24 Feb, 2025",,In- Process,https://www.crich.it/
"000337 - Delizioso plain biscuits 500 gr [Crich, Italy][Shufersal]",0,000337,"Crich, Italy",Shufersal,Proposal stage,download (5).jpeg,Delizioso plain biscuits 500 gr,,,,"Potato Gnocchi - with/ without gluten, Shufersal",,,,,,,,,,,,,,,gr.,500,Italy,480,,,,"000337 - Delizioso plain biscuits 500 gr [Crich, Italy][Shufersal]","Port of Venice, Italy.",,,,,,"Crich is an Italian company with over a century of experience in producing a wide range of sweet and savory baked goods. Their product lineup includes biscuits, wafers, crackers, and snacks, catering to various consumer preferences. Crich emphasizes quality and tradition, ensuring their products are made with carefully selected ingredients to deliver authentic Italian flavors.

Product Categories and Descriptions:

Biscuits:

Gran Merenda: A classic Italian biscuit, perfect for breakfast or as a snack.
BioBiscotto al Farro con Gocce di Cioccolato: An organic spelt biscuit with chocolate chips, combining health benefits with taste.
Wafers:

Wafers al Cacao: Crispy wafers filled with rich cocoa cream, offering a delightful treat for chocolate lovers.
Wafers alla Nocciola: Light wafers layered with hazelnut cream, providing a balanced and nutty flavor.
Crackers:

Crackers Salati: Traditional salted crackers, ideal for pairing with cheeses or spreads.
BioCrackers con Olio Extra Vergine di Oliva: Organic crackers made with extra virgin olive oil, offering a healthier snacking option.
Snacks:

Bio Snack di Riso: Organic rice snacks that are light and crunchy, suitable for on-the-go consumption.
Bio Snack al Grano Saraceno: Buckwheat-based organic snacks, providing a unique taste and texture.",,,"By Success Management on 31 Dec, 2024 at 10:32 AM",,"By Udi Stryk on 24 Feb, 2025",,In- Process,https://www.crich.it/
"000338 - Varie coohies 1 kg [Crich, Italy][Shufersal]",0,000338,"Crich, Italy",Shufersal,Proposal stage,varie cri9ch.jpeg,Varie coohies 1 kg,,,,"Potato Gnocchi - with/ without gluten, Shufersal",,,,,,,,,,,,,,,gr.,1000,Italy,480,,,,"000338 - Varie coohies 1 kg [Crich, Italy][Shufersal]","Port of Venice, Italy.",,,,,,"Crich is an Italian company with over a century of experience in producing a wide range of sweet and savory baked goods. Their product lineup includes biscuits, wafers, crackers, and snacks, catering to various consumer preferences. Crich emphasizes quality and tradition, ensuring their products are made with carefully selected ingredients to deliver authentic Italian flavors.

Product Categories and Descriptions:

Biscuits:

Gran Merenda: A classic Italian biscuit, perfect for breakfast or as a snack.
BioBiscotto al Farro con Gocce di Cioccolato: An organic spelt biscuit with chocolate chips, combining health benefits with taste.
Wafers:

Wafers al Cacao: Crispy wafers filled with rich cocoa cream, offering a delightful treat for chocolate lovers.
Wafers alla Nocciola: Light wafers layered with hazelnut cream, providing a balanced and nutty flavor.
Crackers:

Crackers Salati: Traditional salted crackers, ideal for pairing with cheeses or spreads.
BioCrackers con Olio Extra Vergine di Oliva: Organic crackers made with extra virgin olive oil, offering a healthier snacking option.
Snacks:

Bio Snack di Riso: Organic rice snacks that are light and crunchy, suitable for on-the-go consumption.
Bio Snack al Grano Saraceno: Buckwheat-based organic snacks, providing a unique taste and texture.",,,"By Success Management on 31 Dec, 2024 at 10:36 AM",,"By Udi Stryk on 24 Feb, 2025",,In- Process,https://www.crich.it/
"000093 - CORNFLAKES SHUFERSAL 750 GR. [Crispy food, Denmark][Shufersal]",0,000093,"Crispy food, Denmark",Shufersal,Proposal stage,Gaia-Cornflakes-front.jpg,CORNFLAKES SHUFERSAL 750 GR.,,,7296073150527.png,"CORNFLAKES SHUFERSAL 750 GR., Shufersal",750,7,19041010,45000,,1890,3780,Yes - has Certificate,,,"Crispy food, Denmark ShipTo Shufersal",7296073150527,26460,13230,gr.,750,Denmark,,,"000093 - CORNFLAKES SHUFERSAL 750 GR. [Crispy food, Denmark][Shufersal] (CORNFLAKES SHUFERSAL 750 GR., Shufersal- Crispy food, Denmark)","000093 - CORNFLAKES SHUFERSAL 750 GR. [Crispy food, Denmark][Shufersal]__10/12/2024","000093 - CORNFLAKES SHUFERSAL 750 GR. [Crispy food, Denmark][Shufersal]",,Euro,,,0.000,,"Crispy Food is a company dedicated to shaping modern eating habits by offering sustainable food concepts. They specialize in producing a variety of cereal-based products, focusing on great taste, delightful texture, and trendy options that align with contemporary consumer demands. Crispy Food collaborates closely with customers to develop customized solutions, ensuring that their products meet specific needs and preferences. Their commitment to sustainability is evident in their business practices, as they continuously seek the best solutions to minimize environmental impact.

Product Categories and Descriptions:

Cereals:

Granola: Crunchy clusters of oats mixed with nuts and honey, perfect for a nutritious breakfast or snack.
Muesli: A blend of rolled oats, dried fruits, and seeds, offering a wholesome and versatile meal option.
Plant-Based Ingredients:

Protein Granulates: Textured plant-based proteins suitable for various applications, including meat alternatives and protein-enriched foods.
Protein Chunks: Larger pieces of plant-based proteins designed to mimic the texture of meat in vegetarian and vegan dishes.
Flakes and Porridges:

Flakes: Light and crispy cereal flakes available in different grains, ideal for breakfast bowls.
Porridges: Instant porridge mixes that provide a warm and comforting meal, customizable with various toppings.
Breading:

Breading: Coating mixes made from cereals, designed to add a crunchy texture to fried or baked foods.
Crispy Food's diverse product range caters to the evolving preferences of health-conscious consumers, emphasizing both taste and nutritional value.",,,"By Udi Stryk on 1 Oct, 2024 at 12:23 PM",FOB (Free On Board),"By Udi Stryk on 24 Feb, 2025","CORNFLAKES SHUFERSAL 750 GR., Shufersal- Crispy food, Denmark",Non - Active,https://crispyfood.com/
"000085 - Dutch Butter Cookies [Daelmans, Netherlands][Shufersal]",0,000085,"Daelmans, Netherlands",Shufersal,Proposal stage,712PV2opsML.jpg,Dutch Butter Cookies,,,,"Potato Gnocchi - with/ without gluten, Shufersal",140,,,45000,25,,,Yes - has Certificate,,,"Daelmans, Netherlands ShipTo Shufersal",,0,0,gr.,140,Netherlands,,25,"000085 - Dutch Butter Cookies [Daelmans, Netherlands][Shufersal] (Dutch Butter Cookies, Shufersal- Daelmans, Netherlands)","000085 - Dutch Butter Cookies [Daelmans, Netherlands][Shufersal]__10/12/2024","000085 - Dutch Butter Cookies [Daelmans, Netherlands][Shufersal]",,Euro,,,,,"Daelmans is a Dutch family-owned bakery established in 1904, renowned for its commitment to quality and tradition. Over the years, Daelmans has grown from a small local bakery into an international player, with its products available in over 30 countries. The company prides itself on its personal approach, enthusiasm, and enterprising spirit, continually seeking opportunities for innovation and improvement. Their mission is to create moments of enjoyment for people worldwide through their delicious baked goods. 
DAELMANS

Product Categories and Descriptions:

Stroopwafels:

Daelmans Stroopwafels: A signature product featuring two thin, crispy waffles with a sweet caramel syrup filling, offering a perfect balance of texture and flavor.
Coconut Biscuits:

Coconut Biscuits: Delicate and crunchy biscuits infused with coconut, providing a tropical twist to traditional cookies.
Filled Biscuits:

Filled Biscuits: Soft biscuits with a variety of fillings, such as fruit jams or creams, catering to diverse taste preferences.
Speculaas:

Speculaas: Traditional spiced biscuits with a rich blend of spices like cinnamon, nutmeg, and cloves, embodying the essence of Dutch baking heritage.





",,,"By Udi Stryk on 27 Sep, 2024 at 5:59 PM",FOB (Free On Board),"By Udi Stryk on 24 Feb, 2025","Dutch Butter Cookies, Shufersal- Daelmans, Netherlands",Non - Active,https://www.daelmansbanket.nl/en/
"000086 - Dutch Caramel Wafers [Daelmans, Netherlands][Shufersal]",0,000086,"Daelmans, Netherlands",Shufersal,Proposal stage,daelmans-stroopwafels-original-caramel-cube-box.jpg,Dutch Caramel Wafers,,,,"Potato Gnocchi - with/ without gluten, Shufersal",310,,,45000,25,,,Yes - has Certificate,,,"Daelmans, Netherlands ShipTo Shufersal",1,0,0,gr.,310,Netherlands,,25,"000086 - Dutch Caramel Wafers [Daelmans, Netherlands][Shufersal] ()","000086 - Dutch Caramel Wafers [Daelmans, Netherlands][Shufersal]__10/12/2024","000086 - Dutch Caramel Wafers [Daelmans, Netherlands][Shufersal]",,Euro,,,,,"Daelmans is a Dutch family-owned bakery established in 1904, renowned for its commitment to quality and tradition. Over the years, Daelmans has grown from a small local bakery into an international player, with its products available in over 30 countries. The company prides itself on its personal approach, enthusiasm, and enterprising spirit, continually seeking opportunities for innovation and improvement. Their mission is to create moments of enjoyment for people worldwide through their delicious baked goods. 
DAELMANS

Product Categories and Descriptions:

Stroopwafels:

Daelmans Stroopwafels: A signature product featuring two thin, crispy waffles with a sweet caramel syrup filling, offering a perfect balance of texture and flavor.
Coconut Biscuits:

Coconut Biscuits: Delicate and crunchy biscuits infused with coconut, providing a tropical twist to traditional cookies.
Filled Biscuits:

Filled Biscuits: Soft biscuits with a variety of fillings, such as fruit jams or creams, catering to diverse taste preferences.
Speculaas:

Speculaas: Traditional spiced biscuits with a rich blend of spices like cinnamon, nutmeg, and cloves, embodying the essence of Dutch baking heritage.





",,,"By Udi Stryk on 27 Sep, 2024 at 6:04 PM",FOB (Free On Board),"By Udi Stryk on 24 Feb, 2025","Dutch Butter Cookies, Shufersal- Daelmans, Netherlands",Non - Active,https://www.daelmansbanket.nl/en/
